"2023/2/7"	"2023/2/7"	"上午 12:07:05"	"P1104385-00-A:SHTN230187101600"	"P1585137-00-A:SHTN230156100150"	"P1585138-00-A:SHTN230183700040"	"21"	"0"	"18226,18482,18726,18965,19201,19440,19689,19927,20164,20402,20640,20888,21127,21365,21563,21712,21867,22016,22100,22100,22100,"	"270,1161,1493,2212,2748,3236,3721,4165,4734,5273,5820,6346,6824,7143,7319,7390,7438,7307,17309,17275,17289,"	"7301"
"2023/2/7"	"2023/2/7"	"上午 12:08:23"	"P1104385-00-A:SHTN230187101590"	"P1585137-00-A:SHTN230156100240"	"P1585138-00-A:SHTN230183700050"	"21"	"0"	"18228,18518,18767,19005,19243,19481,19720,19958,20207,20445,20683,20922,21160,21398,21590,21740,21889,22038,22098,22098,22098,"	"344,1545,2277,3049,3565,4133,4745,5391,6236,7108,8087,9034,9852,10463,10691,10912,11079,10937,17309,17298,17288,"	"10551"
"2023/2/7"	"2023/2/7"	"上午 12:09:31"	"P1104385-00-A:SHTN230187101550"	"P1585137-00-A:SHTN230156100050"	"P1585138-00-A:SHTN230183700060"	"22"	"0"	"18181,18427,18679,18918,19156,19404,19643,19881,20119,20356,20604,20843,21081,21360,21532,21689,21864,22013,22096,22096,22096,22096,"	"46,1210,1681,2514,3029,3569,4099,4705,5285,5946,6740,7505,8213,8876,9170,9360,9663,9617,17374,17332,17315,17315,"	"9089"
"2023/2/7"	"2023/2/7"	"上午 12:10:33"	"P1104385-00-A:SHTN230187101580"	"P1585137-00-A:SHTN230156100230"	"P1585138-00-A:SHTN230183700070"	"21"	"0"	"18475,18720,18917,19154,19434,19641,19879,20160,20356,20636,20874,21122,21361,21560,21709,21858,22007,22098,22098,22098,22098,"	"1421,1370,2119,2692,3325,3758,4302,5013,5542,6377,7065,7731,8382,8746,8940,9097,9107,17290,17243,17268,17275,"	"8638"
"2023/2/7"	"2023/2/7"	"上午 12:11:32"	"P1104385-00-A:SHTN230187101540"	"P1585137-00-A:SHTN230156100140"	"P1585138-00-A:SHTN230183700080"	"20"	"0"	"18513,18712,18992,19200,19479,19717,19914,20193,20431,20679,20918,21156,21394,21586,21735,21884,22033,22096,22096,22096,"	"1185,1418,2164,2697,3440,4072,4621,5536,6182,6880,7464,8128,8525,8755,8860,9025,9041,17347,17351,17339,"	"8713"
"2023/2/7"	"2023/2/7"	"上午 12:12:35"	"P1104385-00-A:SHTN230187101530"	"P1585137-00-A:SHTN230156100130"	"P1585138-00-A:SHTN230183700090"	"21"	"0"	"18220,18510,18751,18989,19237,19475,19713,19951,20189,20395,20674,20912,21149,21388,21583,21733,21881,22030,22096,22096,22096,"	"231,1234,1744,2327,2985,3520,4132,4782,5527,6107,6867,7514,8117,8606,8845,8887,9050,8958,17278,17297,17273,"	"8748"
"2023/2/7"	"2023/2/7"	"上午 12:14:08"	"P1104385-00-A:SHTN230187101570"	"P1585137-00-A:SHTN230156100040"	"P1585138-00-A:SHTN230183700100"	"21"	"0"	"18214,18505,18756,18995,19233,19471,19710,19948,20187,20435,20673,20912,21150,21388,21578,21734,21880,22029,22098,22098,22098,"	"252,1439,1796,2323,2852,3334,3827,4390,4939,5571,6166,6806,7350,7720,7840,8022,8065,7964,17283,17234,17192,"	"7814"
"2023/2/7"	"2023/2/7"	"上午 12:15:14"	"P1104385-00-A:SHTN230187101520"	"P1585137-00-A:SHTN230156100220"	"P1585138-00-A:SHTN230183700110"	"21"	"0"	"18258,18543,18793,19031,19268,19506,19744,19993,20232,20470,20708,20946,21185,21434,21606,21755,21904,22052,22097,22097,22097,"	"496,1437,2046,2642,3218,3760,4302,4910,5587,6303,7044,7795,8362,8884,9095,9251,9524,11087,17267,17204,17295,"	"8963"
"2023/2/7"	"2023/2/7"	"上午 12:16:17"	"P1104385-00-A:SHTN230187101560"	"P1585137-00-A:SHTN230156100120"	"P1585138-00-A:SHTN230183700120"	"21"	"0"	"18261,18544,18784,19021,19268,19507,19745,19983,20221,20469,20707,20946,21184,21423,21599,21755,21903,22052,22098,22098,22098,"	"646,1715,2147,2612,3146,3682,4241,4778,5282,5999,6614,7248,7753,8157,8395,8561,8619,10996,17299,17274,17308,"	"8259"
"2023/2/7"	"2023/2/7"	"上午 12:17:28"	"P1104385-00-A:SHTN230187101510"	"P1585137-00-A:SHTN230156100030"	"P1585138-00-A:SHTN230183700130"	"22"	"0"	"18248,18502,18742,18982,19219,19467,19705,19944,20182,20421,20658,20908,21145,21385,21575,21724,21879,22028,22096,22096,22096,22092,"	"379,1293,1818,2475,3163,3759,4463,5177,5901,6679,7414,8156,8921,9561,9834,10067,10387,10372,17275,17237,17212,16570,"	"9767"
"2023/2/7"	"2023/2/7"	"上午 12:18:40"	"P1104385-00-A:SHTN230187101500"	"P1585137-00-A:SHTN230156100210"	"P1585138-00-A:SHTN230183700140"	"21"	"0"	"18493,18735,18984,19223,19461,19699,19937,20174,20421,20659,20896,21135,21382,21574,21723,21872,22027,22096,22096,22096,22091,"	"1782,1920,2844,3408,4090,4814,5628,6528,7423,8394,9329,10140,10981,11363,11698,11971,11953,17283,17284,17269,16572,"	"11252"
"2023/2/7"	"2023/2/7"	"上午 01:04:17"	"P1104385-00-A:SHTN230187101480"	"P1585137-00-A:SHTN230128902430"	"P1585138-00-A:SHTN230183700150"	"20"	"0"	"18517,18758,19007,19246,19485,19721,19959,20198,20446,20685,20924,21162,21400,21585,21741,21890,22038,22097,22097,22097,"	"1289,1661,2501,3217,3878,4568,5210,6041,6823,7705,8742,9593,10320,10797,11213,11420,11551,17297,17293,17308,"	"10639"
"2023/2/7"	"2023/2/7"	"上午 01:05:24"	"P1104385-00-A:SHTN230187101490"	"P1585137-00-A:SHTN230156100090"	"P1585138-00-A:SHTN230183700160"	"21"	"0"	"18224,18524,18766,19004,19242,19480,19718,19957,20205,20444,20682,20921,21160,21397,21590,21739,21888,22037,22098,22098,22098,"	"347,1455,1858,2528,3198,3840,4584,5412,6267,7109,7954,8816,9590,10361,10820,11236,11574,11656,17339,17322,17320,"	"10605"
"2023/2/7"	"2023/2/7"	"上午 01:06:34"	"P1104385-00-A:SHTN230187101470"	"P1585137-00-A:SHTN230156100020"	"P1585138-00-A:SHTN230183700170"	"21"	"0"	"18220,18510,18762,19000,19238,19476,19714,19962,20201,20439,20677,20916,21154,21402,21586,21736,21884,22033,22098,22098,22098,"	"370,1573,2012,2695,3372,4059,4785,5695,6569,7500,8401,9428,10271,11039,11451,11757,12129,12215,17265,17254,17261,"	"11279"
"2023/2/7"	"2023/2/7"	"上午 01:07:39"	"P1104385-00-A:SHTN230187101460"	"P1585137-00-A:SHTN230156100110"	"P1585138-00-A:SHTN230183700180"	"21"	"0"	"18215,18516,18758,18995,19233,19472,19720,19958,20197,20435,20674,20913,21161,21399,21584,21734,21887,22036,22097,22097,22097,"	"245,1365,2110,2722,3303,3856,4521,5206,5827,6494,7179,7884,8564,9151,9447,9769,9917,9814,17271,17276,17272,"	"9310"
"2023/2/7"	"2023/2/7"	"上午 01:08:58"	"P1104385-00-A:SHTN230187101410"	"P1585137-00-A:SHTN230156100010"	"P1585138-00-A:SHTN230183700190"	"22"	"0"	"18223,18467,18709,18948,19197,19435,19673,19911,20148,20388,20636,20874,21112,21351,21554,21710,21859,22007,22098,22098,22098,22098,"	"352,1363,1445,2275,2914,3478,4064,4805,5558,6396,7218,8037,8772,9489,9860,10127,10394,10414,17323,17299,17296,17335,"	"9797"
"2023/2/7"	"2023/2/7"	"上午 01:10:21"	"P1104385-00-A:SHTN230187101420"	"P1585137-00-A:SHTN230156100200"	"P1585138-00-A:SHTN230183700200"	"20"	"0"	"18511,18752,18991,19229,19467,19716,19954,20193,20430,20668,20907,21156,21394,21581,21730,21878,22034,22099,22099,22099,"	"1137,1659,2259,2796,3379,4069,4752,5435,6087,6902,7706,8548,9143,9485,9750,9955,9924,17339,17312,17306,"	"9352"
"2023/2/7"	"2023/2/7"	"上午 01:11:25"	"P1104385-00-A:SHTN230187101430"	"P1585137-00-A:SHTN230156100100"	"P1585138-00-A:SHTN230183700210"	"21"	"0"	"18264,18547,18787,19025,19263,19501,19750,19989,20227,20466,20703,20941,21190,21427,21602,21751,21900,22055,22098,22098,22098,"	"608,1621,1983,2784,3368,3958,4653,5359,6113,6940,7874,8774,9717,10399,10856,11172,11442,11612,17317,17363,17348,"	"10613"
"2023/2/7"	"2023/2/7"	"上午 01:12:36"	"P1104385-00-A:SHTN230187101450"	"P1585137-00-A:SHTN230156100080"	"P1585138-00-A:SHTN230183700220"	"22"	"0"	"18263,18502,18744,18982,19220,19470,19708,19945,20183,20422,20661,20909,21148,21386,21576,21724,21879,22028,22097,22097,22097,22092,"	"519,1356,1859,2663,3359,4083,4783,5612,6472,7308,8185,9148,9964,10784,11184,11546,11806,11914,17329,17335,17355,16566,"	"11049"
"2023/2/7"	"2023/2/7"	"上午 01:13:35"	"P1104385-00-A:SHTN230187101440"	"P1585137-00-A:SHTN230156100190"	"P1585138-00-A:SHTN230183700230"	"21"	"0"	"18496,18707,18987,19184,19422,19702,19941,20179,20427,20666,20904,21142,21338,21578,21728,21851,22026,22098,22098,22098,22094,"	"1142,1439,2356,2830,3417,4080,4746,5428,6135,6919,7618,8238,8714,9160,9420,9593,9590,17262,17263,17277,16643,"	"9051"
"2023/2/17"	"2023/2/17"	"上午 09:09:53"	"P1104385-00-A:SBGD230182401480"	"P1104384-00-A:SBGD230122503350"	"P1104383-00-A:SBGD230182400010"	"21"	"0"	"18124,18274,18464,18744,18940,19220,19457,19665,19860,20098,20419,20658,20897,21147,21385,21583,21863,22060,22105,22105,22105,"	"41,1,26,266,1121,1553,1843,2132,2439,2865,3436,3898,4405,4942,5452,5783,6011,11308,17166,17203,17164,"	"5447"
"2023/2/18"	"2023/2/18"	"上午 08:17:00"	"P1104385-00-A:SBGD230182416990"	"P1104384-00-A:SBGD230142500290"	"P1104383-00-A:SBGD230192400010"	"20"	"0"	"18243,18447,18685,18923,19161,19400,19648,19886,20124,20363,20601,20849,21087,21325,21562,21801,22028,22098,22098,22098,"	"29,25,48,878,1472,1974,2505,2998,3525,4031,4671,5341,5991,6563,7056,7442,7833,17249,17199,17241,"	"6721"
"2023/2/18"	"2023/2/18"	"上午 08:37:38"	"P1104385-00-A:SBGD230182420550"	"P1104384-00-A:SBGD230122503120"	"P1104383-00-A:SBGD230192400020"	"21"	"0"	"18130,18286,18514,18751,18947,19227,19475,19714,19952,20149,20430,20667,20916,21112,21350,21629,21875,22068,22104,22104,22104,"	"25,83,44,341,1095,1747,2174,2520,2903,3200,3642,4080,4613,5097,5663,6274,6480,12487,17297,17257,17257,"	"5796"
"2023/2/18"	"2023/2/18"	"上午 08:48:23"	"P1104385-00-A:SBGD230182420570"	"P1104384-00-A:SBGD230142405990"	"P1104383-00-A:SBGD230192400040"	"21"	"0"	"18132,18281,18507,18745,18994,19232,19471,19709,19947,20187,20425,20671,20909,21147,21386,21635,21872,22066,22101,22101,22101,"	"0,1,22,186,925,1404,1774,2158,2558,2895,3332,3779,4300,4806,5310,5730,5952,12613,17261,17258,17254,"	"5331"
"2023/2/18"	"2023/2/18"	"上午 08:51:15"	"P1104385-00-A:SBGD230182420560"	"P1104384-00-A:SBGD230122502750"	"P1104383-00-A:SBGD230192400050"	"22"	"0"	"18116,18239,18440,18689,18927,19165,19403,19640,19879,20127,20365,20603,20842,21080,21329,21566,21805,22022,22101,22101,22101,22100,"	"26,43,42,22,1237,1850,2372,2757,3210,3626,3999,4472,4935,5551,6123,6594,6850,6818,17242,17247,17257,17044,"	"6268"
"2023/2/18"	"2023/2/18"	"上午 08:53:11"	"P1104385-00-A:SBGD230182420580"	"P1104384-00-A:SBGD230142405970"	"P1104383-00-A:SBGD230192400060"	"20"	"0"	"18259,18474,18722,18960,19199,19437,19676,19914,20152,20401,20639,20877,21115,21354,21602,21840,22046,22098,22098,22098,"	"9,16,172,1049,1610,2066,2425,2824,3230,3649,4105,4613,5135,5651,6189,6453,10211,17209,17202,17234,"	"5773"
"2023/2/18"	"2023/2/18"	"上午 08:55:09"	"P1104385-00-A:SBGD230182420370"	"P1104384-00-A:SBGD230122503210"	"P1104383-00-A:SBGD230192400070"	"21"	"0"	"18135,18285,18513,18750,18996,19234,19473,19669,19949,20198,20436,20673,20911,21149,21397,21595,21874,22041,22099,22099,22099,"	"24,4,51,290,1147,1715,2165,2531,2959,3340,3738,4159,4671,5174,5742,6125,6381,9343,17184,17125,17200,"	"5765"
"2023/2/18"	"2023/2/18"	"上午 09:28:06"	"P1104385-00-A:SBGD230182420420"	"P1104384-00-A:SBGD230122503440"	"P1104383-00-A:SBGD230192400090"	"22"	"0"	"18114,18243,18405,18684,18923,19162,19359,19605,19884,20081,20361,20599,20848,21087,21284,21521,21759,22020,22101,22101,22101,22100,"	"4,11,2,57,898,1371,1666,2078,2477,2766,3118,3557,4045,4508,4971,5525,5927,6442,17240,17208,17264,17105,"	"5247"
"2023/2/18"	"2023/2/18"	"上午 09:29:48"	"P1104385-00-A:SBGD230182420430"	"P1104384-00-A:SBGD230142406110"	"P1104383-00-A:SBGD230192400100"	"21"	"0"	"18134,18263,18480,18676,18956,19193,19442,19638,19918,20156,20360,20640,20878,21116,21353,21601,21840,22019,22100,22100,22100,"	"33,24,44,32,1016,1653,2170,2605,3072,3483,3915,4562,5166,5754,6336,6914,7196,7163,17236,17208,17211,"	"6498"
"2023/2/18"	"2023/2/18"	"上午 09:32:48"	"P1104385-00-A:SBGD230182420390"	"P1104384-00-A:SBGD230122502690"	"P1104383-00-A:SBGD230192400110"	"21"	"0"	"18158,18282,18509,18754,18992,19230,19469,19717,19954,20193,20431,20669,20908,21158,21396,21634,21873,22067,22103,22103,22103,"	"13,8,16,493,1622,2194,2682,3089,3568,4035,4492,5073,5680,6403,7029,7547,7776,12419,17259,17227,17264,"	"7014"
"2023/2/18"	"2023/2/18"	"上午 09:34:29"	"P1104385-00-A:SBGD230182420490"	"P1104384-00-A:SBGD230122501710"	"P1104383-00-A:SBGD230192400120"	"21"	"0"	"18153,18283,18509,18747,18985,19223,19472,19710,19947,20186,20424,20673,20911,21150,21388,21626,21865,22068,22101,22101,22101,"	"10,42,65,211,975,1494,1933,2288,2607,2934,3329,3766,4171,4693,5172,5626,5771,12805,17295,17318,17244,"	"5246"
"2023/2/18"	"2023/2/18"	"上午 09:36:06"	"P1104385-00-A:SBGD230182420360"	"P1104384-00-A:SBGD230142406250"	"P1104383-00-A:SBGD230192400130"	"21"	"0"	"18131,18254,18464,18702,18950,19188,19427,19665,19903,20141,20390,20628,20866,21103,21342,21589,21827,22038,22100,22100,22100,"	"6,24,26,32,874,1469,1946,2314,2666,3068,3479,3915,4337,4836,5335,5794,6060,8826,17296,17274,17258,"	"5465"
"2023/2/18"	"2023/2/18"	"上午 09:52:19"	"P1104385-00-A:SBGD230182420440"	"P1104384-00-A:SBGD230122504400"	"P1104383-00-A:SBGD230192400150"	"21"	"0"	"18130,18259,18472,18710,18948,19197,19435,19673,19913,20149,20387,20635,20873,21111,21350,21588,21836,22043,22099,22099,22099,"	"40,39,9,38,720,1206,1620,1944,2273,2617,2986,3426,3877,4388,4935,5452,5719,9683,17250,17246,17208,"	"5110"
"2023/2/18"	"2023/2/18"	"上午 09:54:05"	"P1104385-00-A:SBGD230182420470"	"P1104384-00-A:SBGD230122502470"	"P1104383-00-A:SBGD230192400160"	"21"	"0"	"18130,18280,18504,18742,18990,19229,19467,19705,19942,20191,20429,20667,20905,21143,21382,21631,21869,22065,22100,22100,22100,"	"1,13,13,429,1644,2338,2883,3389,3849,4352,4928,5587,6341,7088,7934,8569,8821,12463,17230,17226,17241,"	"7961"
"2023/2/18"	"2023/2/18"	"上午 09:55:39"	"P1104385-00-A:SBGD230182420350"	"P1104384-00-A:SBGD230122503240"	"P1104383-00-A:SBGD230192400170"	"21"	"0"	"18126,18256,18468,18706,18944,19182,19420,19669,19907,20145,20384,20622,20870,21109,21347,21582,21820,22040,22100,22100,22100,"	"6,20,10,26,903,1505,1936,2374,2749,3156,3530,4022,4517,5097,5683,6253,6648,9156,17306,17297,17317,"	"5846"
"2023/2/18"	"2023/2/18"	"上午 09:57:29"	"P1104385-00-A:SBGD230182420500"	"P1104384-00-A:SBGD230122503460"	"P1104383-00-A:SBGD230192400180"	"21"	"0"	"18126,18249,18456,18705,18942,19180,19419,19657,19896,20145,20383,20619,20857,21096,21344,21582,21821,22033,22101,22101,22101,"	"26,16,20,37,989,1539,1927,2286,2660,3034,3453,3860,4393,5009,5727,6322,6650,8211,17254,17257,17238,"	"5890"
"2023/2/18"	"2023/2/18"	"上午 09:59:44"	"P1104385-00-A:SBGD230182420510"	"P1104384-00-A:SBGD230142405020"	"P1104383-00-A:SBGD230192400190"	"22"	"0"	"18125,18222,18456,18694,18942,19179,19418,19656,19853,20102,20340,20578,20817,21055,21334,21540,21779,22005,22102,22102,22102,22102,"	"21,5,6,9,924,1450,1824,2238,2512,2876,3271,3718,4210,4802,5476,5911,6248,6207,17243,17209,17264,17256,"	"5628"
"2023/2/18"	"2023/2/18"	"上午 11:20:56"	"P1104385-00-A:SBGD230182420460"	"P1104384-00-A:SBGD230122501630"	"P1104383-00-A:SBGD230192400230"	"21"	"0"	"18130,18253,18511,18750,18947,19185,19434,19672,19910,20149,20427,20635,20872,21110,21390,21627,21834,22069,22102,22102,22102,"	"4,35,25,269,926,1485,1933,2306,2697,3098,3588,4044,4562,5048,5700,6079,6312,12806,17271,17264,17241,"	"5722"
"2023/2/18"	"2023/2/18"	"上午 11:22:39"	"P1104385-00-A:SBGD230182420530"	"P1104384-00-A:SBGD230122502090"	"P1104383-00-A:SBGD230192400240"	"22"	"0"	"18085,18214,18401,18638,18876,19115,19401,19639,19837,20116,20324,20561,20841,21037,21318,21515,21795,22017,22101,22101,22101,22100,"	"5,0,12,18,934,1593,2137,2541,2907,3368,3777,4292,4969,5432,6191,6642,7039,7089,17310,17302,17306,17160,"	"6422"
"2023/2/18"	"2023/2/18"	"上午 11:24:17"	"P1104385-00-A:SBGD230182420180"	"P1104384-00-A:SBGD230122502280"	"P1104383-00-A:SBGD230192400250"	"21"	"0"	"18236,18436,18632,18911,19119,19398,19636,19874,20071,20351,20600,20839,21074,21281,21520,21799,22019,22104,22104,22104,22104,"	"1,20,8,888,1403,1962,2400,2848,3171,3663,4161,4702,5275,5730,6231,6626,6595,17296,17227,17268,17281,"	"6049"
"2023/2/18"	"2023/2/18"	"上午 11:26:04"	"P1104385-00-A:SBGD230182420170"	"P1104384-00-A:SBGD230122505290"	"P1104383-00-A:SBGD230192400260"	"20"	"0"	"18256,18427,18676,18828,19149,19428,19635,19831,20152,20391,20586,20877,21116,21353,21550,21788,22040,22100,22100,22100,"	"17,14,15,1186,2259,2972,3357,3829,4456,5031,5495,6313,7082,7827,8458,8880,9128,17178,17188,17159,"	"7965"
"2023/2/18"	"2023/2/18"	"上午 11:27:43"	"P1104385-00-A:SBGD230182420250"	"P1104384-00-A:SBGD230122503190"	"P1104383-00-A:SBGD230192400270"	"21"	"0"	"18133,18256,18424,18704,18870,19192,19430,19668,19864,20103,20354,20632,20870,21109,21347,21586,21825,22043,22101,22101,22101,"	"17,27,43,123,904,1816,2359,2807,3220,3740,4301,5088,5764,6512,7319,8015,8421,9431,17270,17242,17218,"	"7461"
"2023/2/18"	"2023/2/18"	"上午 11:33:24"	"P1104385-00-A:SBGD230182420260"	"P1104384-00-A:SBGD230122502810"	"P1104383-00-A:SBGD230192400280"	"21"	"0"	"18121,18225,18500,18738,18976,19214,19452,19700,19897,20176,20454,20693,20931,21180,21417,21656,21811,22055,22103,22103,22103,"	"59,45,39,254,1116,1709,2138,2529,2842,3276,3723,4167,4660,5203,5773,6165,6316,10863,17272,17240,17273,"	"5694"
"2023/2/18"	"2023/2/18"	"上午 11:34:43"	"P1104385-00-A:SBGD230182420270"	"P1104384-00-A:SBGD230122501490"	"P1104383-00-A:SBGD230192400290"	"21"	"0"	"18246,18452,18689,18934,19131,19411,19649,19887,20095,20374,20612,20851,21089,21327,21576,21815,22030,22103,22103,22103,22098,"	"33,48,68,1079,1619,2146,2559,2934,3295,3768,4234,4742,5328,5922,6545,6843,7428,17294,17269,17285,16405,"	"6114"
"2023/2/18"	"2023/2/18"	"上午 11:36:05"	"P1104385-00-A:SBGD230182420190"	"P1104384-00-A:SBGD230152405630"	"P1104383-00-A:SBGD230192400300"	"21"	"0"	"18243,18449,18687,18926,19164,19371,19650,19888,20127,20365,20614,20850,21089,21327,21524,21731,22001,22102,22102,22102,22098,"	"25,31,107,1062,1766,2217,2716,3154,3574,3964,4468,5034,5625,6257,6687,6992,7023,17311,17330,17359,16610,"	"6412"
"2023/2/18"	"2023/2/18"	"上午 11:37:37"	"P1104385-00-A:SBGD230182420240"	"P1104384-00-A:SBGD230142406720"	"P1104383-00-A:SBGD230192400310"	"21"	"0"	"18213,18442,18689,18884,19165,19361,19651,19889,20127,20323,20602,20850,21046,21326,21564,21802,22027,22101,22101,22101,22096,"	"20,47,44,742,1473,1837,2270,2652,3025,3321,3844,4348,4758,5444,5884,6149,7322,17274,17221,17252,16471,"	"5578"
"2023/2/18"	"2023/2/18"	"上午 11:39:04"	"P1104385-00-A:SBGD230182420160"	"P1104384-00-A:SBGD230122503840"	"P1104383-00-A:SBGD230192400320"	"21"	"0"	"18241,18442,18679,18918,19157,19406,19643,19882,20120,20358,20607,20844,21083,21321,21517,21797,22024,22100,22100,22100,22096,"	"10,25,80,860,1451,1885,2344,2738,3111,3590,4134,4729,5326,5967,6447,6848,7180,17198,17220,17202,16493,"	"6138"
"2023/2/18"	"2023/2/18"	"上午 11:40:37"	"P1104385-00-A:SBGD230182420300"	"P1104384-00-A:SBGD230122503060"	"P1104383-00-A:SBGD230192400330"	"20"	"0"	"18265,18441,18719,18957,19196,19434,19683,19921,20159,20397,20636,20884,21122,21361,21599,21796,22044,22100,22100,22100,"	"19,6,83,962,1541,1986,2396,2702,3045,3498,3905,4409,4917,5467,5982,6157,9603,17189,17172,17152,"	"5602"
"2023/2/18"	"2023/2/18"	"上午 11:42:02"	"P1104385-00-A:SBGD230182420310"	"P1104384-00-A:SBGD230122501940"	"P1104383-00-A:SBGD230192400340"	"22"	"0"	"18085,18207,18401,18639,18877,19074,19354,19592,19841,20079,20358,20472,20834,21031,21238,21559,21796,21987,22103,22103,22103,22103,"	"12,19,43,35,599,1152,1752,2139,2574,2963,3489,3685,4469,4945,5471,6100,6468,6443,17238,17179,17193,17209,"	"5809"
"2023/2/18"	"2023/2/18"	"上午 11:43:43"	"P1104385-00-A:SBGD230182420200"	"P1104384-00-A:SBGD230122501820"	"P1104383-00-A:SBGD230192400350"	"20"	"0"	"18234,18433,18671,18908,19188,19437,19676,19873,20152,20391,20629,20877,21116,21353,21592,21837,22044,22103,22103,22103,"	"20,12,15,1219,1958,2407,2866,3174,3670,4082,4564,5110,5716,6315,6803,7125,9205,17149,17189,17131,"	"6418"
